ID,Smape,cpuTime
2294,0.28020596,0.09
2295,0.041579476,0.08
2296,0.300112356,0.08
2298,0.252279299,0.06
2299,0.354351422,0.08
2300,0.429097521,0.07
2301,0.186559119,0.08
2302,0.211140807,0.1
2303,0.231823498,0.08
2304,0.322689388,0.06
2305,0.317974675,0.08
2307,0.437735135,0.08
2308,0.170965632,0.07
2309,0.391314938,0.08
2310,0.109077039,0.08
2312,0.222897883,0.09
2313,0.293412204,0.07
2314,0.287206605,0.07
2315,0.254234109,0.09
2316,0.177654075,0.08
2317,0.23305003,0.07
2318,0.249177226,0.08
2319,0.192736164,0.08
2320,0.412786421,0.08
2321,0.139193936,0.08
2323,0.45267379,0.09
2324,0.18055719,0.06
2327,0.104103254,0.1
2328,0.362283326,0.07
2329,0.298553317,0.18
2331,0.407362024,0.17
2332,0.153783661,0.09
2333,0.13992598,0.08
2334,0.14494467,0.1
2335,0.432962213,0.06
2336,0.263912601,0.08
2337,0.264870844,0.08
2338,0.186108404,0.09
2341,0.251549361,0.08
2342,0.346628042,0.06
2343,0.121491458,0.08
2344,0.174831694,0.08
2345,0.222536558,0.08
2346,0.169272596,0.08
2347,0.16472061,0.02
2348,0.172890199,0.07
2349,0.172542599,0.08
2350,0.23415336,0.07
2351,0.485370364,0.07
2352,0.158949459,0.08
2353,0.335611757,0.08
2354,0.226189257,0.08
2355,0.179881026,0.06
2356,0.141415502,0.09
2357,0.296767674,0.08
2358,0.243123653,0.09
2359,0.413270484,0.08
2360,0.287229583,0.07
2363,0.619202085,0.09
2364,0.201241429,0.08
2366,0.287695716,0.07
2367,0.341264428,0.08
2369,0.193010267,0.08
2370,0.12208561,0.01
2371,0.201209615,0.08
2372,0.64704628,0.08
2373,0.131401371,0.08
2375,0.369346837,0.09
2376,0.368812716,0.08
2377,0.449293185,0.08
2379,0.209477854,0.07
2380,0.372409009,0.07
2383,0.183794447,0.1
2384,0.233361916,0.07
2386,0.715019941,0.08
2387,0.118902166,0.08
2388,0.161843118,0.08
2390,0.400910963,0.09
2392,0.403457241,0.08
2393,0.276334665,0.09
2394,0.24922966,0.08
2395,0.520952576,0.13
2396,0.119732467,0.14
2397,0.217265663,0.09
2398,0.107432729,0.11
2399,0.131835159,0.08
2400,0.098885329,0.1
2401,0.923689886,0.1
2402,0.150469991,0.12
2403,0.150546726,0.09
2404,0.759746729,0.15
2405,0.200438655,0.1
2406,0.212498889,0.11
2407,0.304173845,0.08
2408,0.363452368,0.09
2409,0.108380963,0.15
2411,0.318556547,0.14
2412,0.113395063,0.09
2413,NA,0.09
2414,0.19364741,0.09
2415,0.201794354,0.1
2416,0.222006001,0.09
2417,0.285808463,0.09
2418,0.236088588,0.1
2420,0.354610802,0.1
2421,0.377286185,0.1
2422,0.310822446,0.1
2423,0.457482758,0.08
2424,0.079468222,0.1
2426,0.108759673,0.1
2427,0.286364153,0.09
2428,0.260684891,0.11
2429,0.321878545,0.09
2430,0.523564351,0.11
2431,0.187149445,0.11
2432,0.106388154,0.13
2433,0.109561013,0.09
2434,0.136080904,0.1
2435,0.202870537,0.09
2436,0.176491458,0.08
2437,0.296538118,0.09
2438,0.215121956,0.08
2439,0.299410924,0.09
2440,0.082419082,0.1
2441,0.086788991,0.03
2442,0.28135511,0.11
2443,0.337001487,0.1
2444,0.280571544,0.09
2445,0.172990607,0.1
2446,0.090076489,0.08
2447,0.333490269,0.09
2448,0.355849611,0.1
2449,0.107397032,0.08
2450,0.229506634,0.1
2451,0.287171877,0.11
2452,0.492390702,0.09
2453,0.266240648,0.1
2455,0.115840624,0.1
2456,0.189047493,0.08
2457,0.26893066,0.08
2458,0.150443751,0.09
2461,0.307600327,0.11
2462,0.162756599,0.09
2463,0.088846083,0.08
2466,0.227339989,0.09
2467,0.221348377,0.11
2468,0.090471773,0.08
2469,0.273053051,0.07
2470,0.284048798,0.07
2471,0.172465786,0.09
2473,0.31959324,0.08
2474,0.251462278,0.08
2475,0.250952899,0.09
2476,0.128726299,0.08
2477,0.240877516,0.08
2479,0.209108624,0.1
2480,0.308776258,0.1
2481,0.097589827,0.03
2482,0.339704956,0.09
2485,0.173206844,0.08
2486,0.598564767,0.1
2487,0.400894615,0.09
2488,0.112222193,0.08
2489,0.19890736,0.09
2490,0.223256057,0.07
2491,0.131322798,0.1
2492,0.395589826,0.09
2494,0.144086107,0.08
2495,0.222109969,0.1
2497,0.096333874,0.1
2498,0.139128276,0.08
2499,0.298612863,0.1
2501,0.463915867,0.1
2502,0.148760677,0.13
2505,0.121276319,0.1
2506,NA,0.08
2507,0.29741565,0.08
2508,0.259093608,0.09
2509,0.271548826,0.09
2510,0.191848826,0.09
2511,0.221354597,0.1
2512,0.346712817,0.07
2513,0.21560033,0.08
2514,0.254399541,0.1
2515,0.317259284,0.08
2516,0.283102184,0.08
2518,0.263775976,0.09
2519,0.191444336,0.09
2520,0.133810665,0.11
2521,0.600713142,0.09
2522,0.289321134,0.08
2523,0.669172495,0.09
2524,0.034569275,0.09
2525,0.218383567,0.11
2526,0.321881182,0.09
2527,0.046925169,0.1
2528,0.377854646,0.08
2529,0.093596944,0.08
2530,0.226938575,0.1
2531,0.157374963,0.1
2532,0.259491635,0.08
2533,0.155307196,0.1
2534,0.382796052,0.1
2535,0.266392838,0.1
2536,0.583542921,0.14
2537,0.241561723,0.11
2539,0.180719665,0.07
2540,0.300690731,0.08
2541,0.261379637,0.08
2542,0.275732143,0.09
2543,0.174494717,0.11
2544,0.381727001,0.1
2545,0.207514125,0.09
2546,0.184385306,0.1
2547,0.222451773,0.08
2548,0.115621192,0.09
2549,0.223175166,0.09
2550,0.544884435,0.08
2551,0.17370363,0.08
2552,0.414775253,0.12
2553,0.204541974,0.09
2554,0.242889464,0.02
2556,0.082708274,0.09
2559,0.353489592,0.1
2560,0.292239235,0.07
2561,0.409786545,0.09
2562,0.213023847,0.09
2563,0.035527086,0.08
2564,0.219366423,0.1
2565,0.092729509,0.09
2566,0.410177714,0.09
2567,0.219228771,0.09
2568,0.234890102,0.1
2570,0.124264315,0.08
2571,0.219609185,0.1
2572,0.528650645,0.09
2574,0.222510766,0.11
2575,0.394191744,0.09
2576,0.299840004,0.08
2577,0.137148341,0.1
2578,0.20459503,0.09
2579,0.119117412,0.07
2581,0.251176986,0.1
2582,0.374233489,0.09
2583,0.35269173,0.07
2584,0.251385038,0.08
2586,0.3794985,0.1
2588,0.321586053,0.1
2589,0.410499232,0.08
2590,0.187368622,0.09
2591,0.698112184,0.1
2592,0.185704276,0.08
2593,0.165144013,0.08
2594,0.272577496,0.09
2595,0.197871686,0.1
2596,0.459956323,0.08
2598,0.195670297,0.1
2599,0.133006001,0.09
2600,0.190890712,0.08
2601,0.219801364,0.09
2602,0.172854607,0.08
2603,0.285703523,0.08
2604,0.294703732,0.08
2606,0.099700183,0.06
2607,0.442845222,0.09
2608,0.371607932,0.08
2609,0.139950902,0.08
2610,0.217353258,0.1
2611,0.105619155,0.03
2612,0.236680891,0.09
2614,0.267343651,0.03
2616,0.178056442,0.11
2617,0.115223503,0.14
2619,0.686253747,0.07
2620,0.242287318,0.14
2621,0.268951786,0.08
2622,0.17170376,0.09
2623,0.291081254,0.09
2624,0.244634089,0.09
2625,0.344587242,0.1
2626,0.08405922,0.1
2627,0.291802303,0.1
2628,0.202921604,0.1
2629,0.265142387,0.08
2630,0.187850932,0.08
2631,0.22485784,0.1
2632,0.132719381,0.09
2633,0.151144556,0.09
2634,0.216772831,0.08
2635,0.274014714,0.09
2636,0.222562836,0.07
2637,0.174808025,0.08
2638,0.133486855,0.08
2639,0.07498069,0.14
2640,0.269167063,0.08
2641,0.171750741,0.03
2643,0.325926651,0.09
2644,0.46643297,0.09
2645,0.272657298,0.1
2647,0.224051276,0.1
2648,0.351750959,0.08
2649,0.332311732,0.08
2650,0.210970715,0.08
2652,0.305766663,0.08
2654,0.256136163,0.1
2655,0.257511586,0.1
2656,0.349583136,0.08
2658,0.238061021,0.1
2661,0.299775833,0.08
2662,0.141362318,0.07
2663,0.184448293,0.1
2664,0.486330439,0.09
2665,0.298838885,0.07
2666,0.10022162,0.09
2667,0.13209743,0.08
2668,0.128501956,0.1
2669,0.128612564,0.08
2670,0.196371563,0.09
2671,0.13145789,0.14
2673,0.095987746,0.1
2674,0.101096603,0.07
2675,0.172183382,0.11
2676,0.117019183,0.08
2678,0.581655711,0.08
2679,0.339699102,0.11
2680,0.334249826,0.08
2681,0.159068499,0.09
2682,0.230308515,0.08
2683,0.237185485,0.09
2684,0.15241055,0.1
2685,0.22688855,0.09
2686,0.237718628,0.08
2687,0.640601917,0.07
2688,0.166905758,0.09
2689,0.501514713,0.09
2690,0.382820567,0.08
2692,0.333620024,0.02
2693,0.175441589,0.08
2694,0.144697722,0.13
2695,0.246197945,0.1
2696,0.252497681,0.09
2697,0.410474491,0.1
2698,0.627389027,0.11
2699,0.163056176,0.09
2702,0.065242473,0.08
2703,0.138445579,0.09
2704,0.204883187,0.11
2705,0.123711817,0.09
2706,0.116598201,0.08
2707,0.227455822,0.09
2708,0.130975169,0.08
2709,0.214137713,0.08
2710,0.391122755,0.1
2712,0.262910822,0.08
2713,0.11520554,0.07
2714,0.268618046,0.07
2716,0.411978297,0.14
2717,0.347511514,0.1
2718,0.14321983,0.1
2719,0.393384664,0.08
2720,0.244646116,0.09
2721,0.328046565,0.1
2722,0.287970242,0.08
2723,0.356788481,0.09
2724,0.151651673,0.07
2725,0.167021471,0.09
2727,0.216635637,0.1
2728,0.326012196,0.08
2729,0.243936292,0.09
2730,0.159060032,0.11
2732,0.125426471,0.08
2733,0.425729683,0.09
2734,0.116167045,0.09
2735,0.137595872,0.08
2736,0.254721748,0.09
2737,0.18692439,0.07
2738,0.295118769,0.07
2739,0.119935146,0.07
2740,0.238413923,0.08
2742,0.426845465,0.1
2743,0.248817739,0.14
2745,0.219125437,0.09
2746,0.069283645,0.09
2747,0.337980387,0.09
2748,0.173600962,0.08
2749,0.121342645,0.08
2751,0.429662909,0.09
2752,0.256532348,0.1
2753,0.126621856,0.08
2754,0.149895228,0.11
2755,0.152704247,0.09
2756,0.341360258,0.1
2757,0.208897786,0.09
2758,0.312905628,0.07
2759,0.374687713,0.11
2760,0.553884594,0.11
2761,0.198761682,0.12
2762,0.636054537,0.09
2763,0.511804166,0.11
2765,0.269983177,0.03
2768,0.284337558,0.1
2769,0.230124788,0.1
2770,0.195370058,0.07
2771,0.50600984,0.09
2772,0.144786841,0.1
2773,0.584590567,0.08
2774,0.260502947,0.08
2776,0.192339709,0.08
2777,0.210999594,0.1
2778,0.347025713,0.08
2779,0.777777033,0.08
2780,0.610690541,0.1
2781,0.167387206,0.08
2782,0.25253245,0.09
2784,0.192694898,0.08
2785,0.092178258,0.09
2786,0.270815386,0.09
2787,0.11360535,0.09
2789,0.239534996,0.08
2790,0.119027088,0.1
2791,0.37156154,0.09
2792,0.196727433,0.09
2793,0.342714414,0.09
2794,0.128081896,0.08
2795,0.236437149,0.1
2796,0.155372483,0.09
2797,0.211474915,0.07
2799,0.32622947,0.03
2800,0.169824511,0.08
2801,0.13063332,0.09
2803,0.333982614,0.08
2805,0.092182639,0.08
2807,0.281897774,0.1
2808,0.345761101,0.09
2809,0.218957425,0.09
2810,0.261872276,0.09
2811,0.134840942,0.09
2812,0.343482755,0.08
2813,0.310267408,0.1
2814,0.25462376,0.08
2816,0.189909707,0.08
2817,0.316401283,0.08
2820,0.230955963,0.08
2821,0.24546958,0.08
2823,0.04306571,0.09
2824,0.138729522,0.09
2825,0.472733348,0.11
2826,0.182322831,0.09
2827,0.236960839,0.09
2828,0.121018568,0.08
2829,0.114450057,0.08
2830,0.278024116,0.09
2832,0.208331898,0.09
2833,0.054763717,0.08
2834,0.148483387,0.09
2835,0.072851082,0.09
2836,0.169327959,0.09
2838,0.130952575,0.09
2839,0.270076017,0.08
2840,0.329482828,0.1
2841,0.111875451,0.08
2842,0.167420469,0.09
2843,0.460931911,0.08
2844,0.192736767,0.1
2846,0.213199084,0.1
2848,0.100090312,0.08
2849,0.440241503,0.1
2850,0.198845993,0.1
2851,0.435751354,0.09
2852,0.272754743,0.08
2853,0.194747201,0.08
2854,0.285086145,0.1
2855,0.185729746,0.1
2856,0.028078031,0.11
2857,0.215073853,0.1
2858,0.237176571,0.08
2859,0.253421787,0.07
2861,0.198325149,0.07
2862,0.263662915,0.08
2863,0.364569189,0.1
2864,0.323706188,0.08
2865,0.196590394,0.08
2867,0.109015851,0.08
2868,0.13977864,0.09
2869,0.113974218,0.07
2870,0.181503564,0.09
2871,0.145895839,0.09
2872,0.097572855,0.1
2873,0.280810404,0.08
2874,0.323972826,0.1
2875,0.236486303,0.08
2876,0.084388299,0.1
2877,0.331916924,0.1
2878,0.196550488,0.09
2879,0.12267026,0.09
2880,0.511841102,0.09
2881,0.263138727,0.09
2882,0.680466929,0.09
2883,0.088623713,0.08
2884,0.595205308,0.08
2885,0.22862034,0.1
2886,0.045087969,0.08
2887,0.147408161,0.09
2888,0.267024261,0.09
2890,0.396145678,0.09
2891,0.140493194,0.08
2892,0.178915314,0.09
2893,0.260201524,0.1
2895,0.431975827,0.1
2896,0.223555058,0.07
2897,0.209073398,0.11
2898,0.157161375,0.11
2899,0.53136153,0.09
2900,0.208733092,0.09
2901,0.172351225,0.1
2902,0.171798013,0.08
2903,0.198191429,0.1
2904,0.185783329,0.08
2905,0.309185068,0.1
2906,0.230609355,0.08
2907,0.390365668,0.1
2909,0.334508283,0.09
2910,0.50185591,0.03
2912,0.227379404,0.09
2913,0.157103704,0.08
2914,NA,0.09
2915,0.144408294,0.09
2916,0.152502143,0.08
2917,0.114224165,0.09
2918,0.147025844,0.09
2919,0.345796219,0.1
2922,0.213475061,0.08
2923,0.10092041,0.1
2924,0.11424414,0.09
2925,0.202708322,0.07
2926,0.236131427,0.09
2928,0.168827102,0.08
2929,0.148345754,0.1
2930,0.656262216,0.09
2931,0.291961933,0.11
2932,0.198226619,0.09
2933,0.147725247,0.09
2935,0.137895007,0.08
2936,0.191021749,0.07
2938,0.13942855,0.09
2939,0.60255919,0.08
2940,0.343316629,0.11
2942,0.209267926,0.08
2943,0.205798367,0.08
2944,0.226560768,0.1
2945,0.31901489,0.09
2946,0.265590718,0.09
2947,0.302368806,0.08
2950,0.263608569,0.09
2951,0.245081496,0.08
2952,0.120549748,0.1
2953,0.038318988,0.11
2954,0.142397433,0.01
2955,0.246819357,0.08
2956,0.226651001,0.08
2957,0.1303577,0.08
2960,0.233039955,0.03
2963,0.242965268,0.07
2964,0.15892259,0.08
2965,0.190783341,0.08
2966,0.200825624,0.09
2967,0.49324582,0.1
2968,0.104891217,0.1
2969,0.190978816,0.09
2970,0.145899329,0.08
2971,0.152446229,0.08
2972,0.183884694,0.1
2973,0.011466719,0.08
2974,0.077870176,0.08
2977,0.143661373,0.1
2978,0.226816423,0.08
2979,0.483745764,0.07
2980,0.362800362,0.08
2982,0.633753982,0.08
2983,0.857796957,0.08
2984,0.208258031,0.09
2985,0.245953851,0.11
2987,0.067296694,0.08
2988,0.179746486,0.08
2989,0.158079054,0.08
2991,0.611558039,0.09
2992,0.272789436,0.08
2993,0.11461602,0.08
2994,0.147748003,0.06
2995,0.122479561,0.09
2996,0.062294949,0.07
2998,0.465104923,0.08
2999,0.095436681,0.08
3000,0.117951894,0.07
3001,0.231839056,0.08
3002,0.430033179,0.08
3003,0.344208278,0.08
3004,0.256198813,0.08
3008,0.347966315,0.08
3009,0.367510185,0.06
3010,0.262110614,0.08
3011,0.272918006,0.07
3012,0.322235398,0.08
3013,0.237234883,0.09
3014,0.311137292,0.08
3017,0.084334888,0.07
3018,0.337894448,0.08
3019,0.181906803,0.08
3020,0.185689481,0.07
3021,0.274869637,0.08
3022,0.101080544,0.06
3023,0.183267329,0.08
3024,0.207764412,0.09
3025,0.373278363,0.08
3026,0.105062355,0.07
3027,0.561175233,0.06
3028,0.267527493,0.07
3029,0.261261695,0.08
3030,0.774963899,0.07
3031,0.192185617,0.08
3032,0.378074439,0.07
3034,0.177704016,0.08
3036,0.11218645,0.08
3038,0.353175366,0.08
3040,0.059076124,0.08
3041,0.369607149,0.08
3042,0.153059846,0.08
3043,0.253757067,0.07
3044,0.469877701,0.09
3046,0.089294773,0.07
3047,0.195836183,0.08
3048,0.194665725,0.07
3049,0.149862903,0.1
3050,0.237942768,0.08
3051,0.214271788,0.07
3052,0.222293972,0.09
3053,0.337967213,0.08
3054,0.96003054,0.08
3055,0.161913985,0.08
3058,0.152659722,0.06
3059,0.309035835,0.08
3061,0.118582112,0.08
3062,0.162648714,0.08
3063,0.089368367,0.08
3064,0.268174728,0.08
3065,0.213649953,0.08
3066,0.272120964,0.08
3067,0.231476641,0.08
3068,0.851967347,0.08
3070,0.070227764,0.08
3072,0.168960256,0.08
3073,0.148305786,0.1
3074,0.239667645,0.08
3076,0.216700828,0.08
3077,0.34329993,0.08
3078,0.213463877,0.11
3079,0.303218296,0.08
3080,0.072158059,0.06
3081,0.185302233,0.1
3082,0.17057594,0.08
3083,0.122800248,0.06
3084,0.376417866,0.08
3087,0.444882232,0.08
3088,0.261213616,0.1
3089,0.298008009,0.06
3090,0.097991216,0.08
3091,0.369824288,0.07
3093,0.204228877,0.07
3094,0.172994535,0.08
3096,0.425044376,0.07
3097,0.170673721,0.08
3098,0.099936846,0.06
3101,0.143438937,0.1
3102,0.349255431,0.08
3103,0.268079236,0.02
3104,0.251889096,0.09
3105,0.141195179,0.07
3106,0.266713144,0.09
3107,0.417775934,0.08
3108,0.265209727,0.07
3110,0.230651628,0.1
3111,0.081657321,0.08
3112,0.274183339,0.08
3113,0.226621654,0.06
3114,0.016925543,0.08
3115,0.41694188,0.07
3117,0.08704243,0.09
3118,0.440975777,0.09
3119,0.243679392,0.08
3120,0.212481582,0.1
3121,0.32320943,0.09
3122,0.1976559,0.09
3124,0.474088156,0.16
3126,0.235968832,0.07
3127,0.123075601,0.11
3129,0.147068885,0.06
3131,0.248360973,0.08
3132,0.132568308,0.06
3133,0.160693531,0.07
3134,0.221965318,0.08
3135,0.174807358,0.08
3136,0.234162491,0.08
3138,0.210473852,0.08
3139,0.115841898,0.1
3140,0.210282859,0.07
3142,0.408178607,0.07
3145,0.162644107,0.08
3146,0.236780628,0.03
3147,0.140040104,0.08
3148,0.167430637,0.08
3152,0.343407086,0.09
3154,0.131034271,0.06
3155,0.085442109,0.08
3157,0.108927533,0.08
3158,0.452277304,0.08
3159,0.174330672,0.07
3160,0.112980054,0.07
3161,0.313055725,0.08
3162,0.113345942,0.08
3164,0.157738624,0.1
3165,0.031716948,0.09
3166,0.165574506,0.08
3167,0.295928111,0.06
3168,0.533268919,0.11
3169,0.226956592,0.07
3170,0.169589544,0.08
3171,0.164098892,0.06
3172,0.291042748,0.09
3174,0.497207772,0.07
3175,0.175669871,0.08
3176,0.248088344,0.08
3177,0.102794315,0.08
3178,0.292478623,0.08
3179,0.19030759,0.08
3180,0.349506717,0.08
3181,0.287003615,0.06
3182,0.252564615,0.12
3183,0.121454411,0.07
3184,0.477598343,0.1
3185,0.136927446,0.09
3186,0.141444009,0.14
3188,0.295118418,0.1
3191,0.240720194,0.11
3192,0.087433951,0.13
3193,0.24569891,0.16
3194,0.242568284,0.11
3195,0.16198503,0.11
3196,0.049934505,0.08
3197,0.382077965,0.08
3198,0.391111908,0.08
3200,0.140388903,0.07
3201,0.295879951,0.13
3202,0.254708284,0.18
3203,0.311357408,0.08
3204,0.268455396,0.12
3205,0.170114098,0.09
3206,0.380470321,0.04
3207,0.481978464,0.08
3208,0.977429527,0.2
3209,0.293670028,0.06
3210,0.205393412,0.08
3211,0.471577026,0.07
3212,0.302958802,0.08
3213,0.645465608,0.07
3214,0.196127618,0.11
3215,0.41742058,0.08
3216,0.078058168,0.08
3217,0.292846495,0.09
3218,0.275878901,0.08
3219,0.255040697,0.08
3220,0.356806568,0.08
3221,0.253987985,0.09
3222,0.29430627,0.08
3223,0.253780047,0.1
3224,0.355485278,0.06
3225,0.10722758,0.09
3226,0.223070309,0.07
3227,0.252550494,0.08
3228,0.411081862,0.07
3229,0.134439244,0.08
3230,0.770355604,0.08
3231,0.255686383,0.08
3233,0.276204973,0.07
3234,0.26954037,0.06
3235,0.180211283,0.08
3236,0.492400779,0.08
3238,0.157805445,0.08
3240,0.197657927,0.08
3242,0.165228093,0.08
3243,0.146536182,0.08
3245,0.236414484,0.08
3246,0.309862922,0.08
3247,0.254599879,0.08
3249,0.192587388,0.08
3250,0.238432539,0.08
3251,0.268627216,0.08
3252,0.185321371,0.13
3253,0.096175125,0.09
3255,0.235037396,0.08
3256,0.232850311,0.08
3257,0.243100433,0.08
3258,0.368766553,0.09
3259,0.068030121,0.07
3260,0.162813878,0.1
3261,0.444680299,0.08
3262,0.11893628,0.07
3263,0.022472105,0.08
3264,0.279799176,0.08
3265,0.216890838,0.1
3268,0.111284521,0.08
3269,0.209290029,0.08
3270,0.175363463,0.06
3272,0.182600297,0.08
3273,0.353704185,0.11
3274,0.507583774,0.14
3275,0.271118245,0.09
3276,0.206379201,0.09
3277,0.144757476,0.09
3278,0.227352642,0.23
3279,0.203023368,0.1
3281,0.138112939,0.13
3282,0.211780954,0.08
3283,0.350883051,0.24
3284,0.133313747,0.09
3285,0.738614735,0.06
3286,0.183564907,0.08
3287,0.237548095,0.11
3289,0.108157766,0.09
3290,0.127526032,0.08
3291,0.156668186,0.09
3293,0.232495144,0.07
3294,0.379468356,0.08
3295,0.166394349,0.08
3296,0.129610704,0.09
3298,0.111734703,0.08
3299,0.137045911,0.08
3300,0.195808961,0.08
3301,0.252150178,0.07
3302,0.447849251,0.08
3303,0.162296772,0.07
3305,0.368284942,0.08
3306,0.30330982,0.06
3307,0.249927308,0.08
3309,0.174216656,0.08
3310,0.208123995,0.07
3311,0.344211122,0.1
3312,0.372226622,0.09
3313,0.207828532,0.13
3314,0.300795597,0.1
3315,0.43484347,0.13
3316,0.47701951,0.08
3317,0.130071894,0.07
3319,0.279121882,0.08
3321,0.138777868,0.08
3322,0.261326265,0.11
3323,0.359468084,0.08
3324,0.182377743,0.1
3326,0.276629476,0.07
3327,0.101307376,0.11
3328,0.210543258,0.08
3329,0.280454639,0.08
3330,0.360884977,0.08
3331,0.394560166,0.1
3332,0.544846766,0.09
3334,0.340188432,0.07
3335,0.198095894,0.08
3336,0.234273776,0.06
3337,0.053756403,0.1
3338,0.248950241,0.08
3339,0.177572321,0.09
3342,0.18178969,0.08
3343,0.144628283,0.08
3344,0.122733332,0.08
3345,0.243657537,0.08
3346,0.331757259,0.16
3349,0.165662666,0.08
3350,0.358122769,0.08
3352,0.203251581,0.09
3353,0.519372025,0.1
3354,0.165877231,0.06
3355,0.174473453,0.08
3357,0.344670504,0.08
3358,0.160881093,0.1
3359,0.31804474,0.08
3360,0.322602403,0.1
3361,0.274040607,0.07
3362,0.19153734,0.08
3364,0.154311313,0.08
3365,0.424697366,0.07
3367,0.119332007,0.08
3369,0.30298552,0.09
3372,0.149596572,0.07
3373,0.246916981,0.09
3375,0.59449571,0.08
3377,0.309435319,0.08
3378,0.195145679,0.07
3379,0.1365581,0.14
3380,0.241802851,0.08
3382,0.22426983,0.08
3383,0.162033742,0.08
3384,0.229329619,0.07
3385,0.211270178,0.07
3386,0.213321653,0.07
3387,0.336527541,0.08
3388,0.131161805,0.08
3389,0.218435727,0.07
3390,0.347715308,0.08
3391,0.575519308,0.08
3392,0.152052733,0.06
3393,0.294323738,0.08
3394,0.237707597,0.1
3396,0.222196435,0.1
3397,0.200803481,0.09
3398,0.153188691,0.08
3399,0.656802439,0.08
3400,0.29544092,0.08
3401,0.498330928,0.08
3402,0.173309943,0.08
3403,0.398210626,0.08
3404,0.258189759,0.08
3405,0.147395704,0.08
3406,0.225469166,0.09
3407,0.13283658,0.1
3408,0.132666679,0.08
3410,0.294502309,0.1
3411,0.16278897,0.07
3412,0.291168225,0.08
3413,0.238265431,0.07
3414,0.269019856,0.12
3415,1.12641381,0.08
3416,0.124839582,0.07
3417,0.132029611,0.09
3418,0.433618542,0.08
3419,0.313498884,0.08
3420,0.179533907,0.08
3421,0.280566487,0.08
3422,0.136176811,0.08
3423,0.324867118,0.08
3424,0.193787915,0.06
3426,0.338179649,0.08
3427,0.209354818,0.09
3428,0.111990613,0.09
3429,0.146727875,0.08
3430,0.188694068,0.08
3431,0.349333221,0.08
3432,0.185162909,0.08
3434,0.51380711,0.08
3435,0.137072152,0.08
3438,0.194799119,0.08
3439,NA,0.08
3440,0.269533817,0.07
3441,0.268819809,0.11
3443,0.151345358,0.11
3444,0.293804862,0.08
3445,0.305329165,0.14
3446,0.216035442,0.09
3447,0.235954094,0.09
3448,0.203097773,0.08
3449,0.244900919,0.07
3452,0.367023188,0.08
3453,0.324091654,0.07
3454,0.197671288,0.11
3455,0.172725298,0.07
3456,0.237620619,0.08
3458,0.34622678,0.08
3459,0.12896346,0.11
3460,0.242503733,0.11
3461,0.303440718,0.06
3462,0.665274351,0.09
3463,0.179528466,0.11
3464,0.167558484,0.07
3465,0.239732678,0.07
3466,0.277632003,0.08
3467,0.37581345,0.08
3468,0.272805283,0.07
3469,0.153928604,0.08
3470,0.123704614,0.07
3471,0.22555123,0.08
3472,0.206091132,0.11
3474,0.402465213,0.09
3476,0.636695114,0.08
3477,0.446084243,0.11
3479,0.188033901,0.09
3481,0.282316942,0.08
3482,0.400253881,0.08
3483,0.262763978,0.09
3484,0.35370288,0.13
3486,0.156397385,0.06
3487,0.101549339,0.06
3488,0.086306923,0.08
3489,0.220715448,0.11
3490,0.188790038,0.13
3491,0.10316213,0.08
3492,0.569309796,0.08
3493,0.250899012,0.06
3494,0.20153422,0.08
3495,0.15924435,0.09
3496,0.310636163,0.08
3497,0.15675346,0.06
3498,0.290535783,0.08
3499,0.225074019,0.08
3500,0.256003208,0.02
3502,0.226119795,0.08
3503,0.310071038,0.1
3504,0.241264875,0.08
3505,0.281092312,0.08
3506,0.196198548,0.07
3507,0.153700019,0.08
3508,0.255687868,0.07
3509,0.479946281,0.09
3510,0.275241518,0.1
3511,0.193112364,0.09
3513,0.374844076,0.08
3514,0.257833503,0.08
3515,0.3156219,0.08
3516,0.456597807,0.11
3518,0.247910579,0.11
3519,0.339490964,0.08
3520,0.21183611,0.11
3521,0.209174911,0.08
3522,0.204699293,0.09
3523,0.190720174,0.44
3525,0.164679186,0.08
3526,0.364368326,0.08
3527,0.171941581,0.09
3528,0.305376401,0.08
3529,0.393295475,0.08
3530,0.221240408,0.07
3531,0.233619578,0.06
3532,0.570454273,0.08
3533,0.32280717,0.08
3534,0.223805484,0.12
3535,0.205857189,0.09
3536,0.363998047,0.08
3537,0.241463778,0.08
3538,0.190603576,0.08
3539,0.232120497,0.11
3540,0.231818626,0.08
3541,0.147848085,0.06
3542,0.139880384,0.08
3543,0.285663064,0.08
3544,0.07792068,0.06
3545,0.138174487,0.08
3546,0.138480726,0.08
3547,0.223825541,0.08
3548,0.232492573,0.11
3549,0.18454555,0.08
3550,0.138194165,0.08
3551,0.23422233,0.06
3554,0.499005173,0.08
3555,0.178469737,0.08
3556,0.152104744,0.1
3558,0.128089633,0.09
3559,0.121879877,0.08
3562,0.185409793,0.08
3563,0.333062791,0.09
3566,0.400208138,0.08
3567,0.168816229,0.08
3569,0.300984489,0.09
3570,0.44517131,0.11
3571,0.198195476,0.09
3572,0.160231291,0.08
3573,0.725663211,0.08
3574,0.183514492,0.1
3576,0.171879021,0.08
3577,0.494808109,0.1
3578,0.253030423,0.1
3579,0.071153717,0.08
3580,0.151213091,0.08
3581,0.135493646,0.07
3582,0.129616505,0.08
3583,0.426906523,0.08
3584,0.255454278,0.08
3585,0.118333599,0.09
3586,0.252069997,0.06
3587,0.19138122,0.09
