ID,Smape,cpuTime
1400,0.37944085,0.02
1401,0.400965783,0.14
1402,0.16600464,0.08
1404,0.37842354,0.14
1405,0.193939087,0.06
1406,0.148958155,0.08
1407,0.148542973,0.06
1409,0.116422002,0.07
1410,0.130414028,0.08
1411,0.030876322,0.09
1412,0.132353577,0.16
1413,0.438265095,0.15
1414,0.209835223,0.14
1415,0.551767992,0.12
1416,0.162055959,0.14
1417,0.132266736,0.16
1418,0.142836027,0.08
1421,0.267699248,0.1
1422,0.299912778,0.11
1423,0.180208043,0.15
1424,0.036740757,0.08
1425,0.075150669,0.08
1426,0.35215062,0.08
1427,0.169603338,0.17
1428,0.331974554,0.09
1429,0.329501947,0.18
1430,0.194225853,0.08
1431,0.189608877,0.06
1432,0.31547421,0.17
1433,0.285844037,0.08
1435,0.307067355,0.15
1437,0.24226964,0.08
1438,0.118706215,0.09
1439,0.066853226,0.19
1440,0.17745655,0.14
1441,0.265444439,0.14
1442,0.112290448,0.14
1443,0.73115501,0.07
1444,0.174468334,0.08
1445,0.327131748,0.14
1446,0.084745872,0.18
1447,0.383754574,0.08
1448,0.100816278,0.06
1450,0.07779332,0.09
1452,0.411277736,0.14
1453,0.164187914,0.14
1454,0.066079539,0.07
1455,0.616853893,0.08
1456,1.026424921,0.15
1457,0.258653367,0.14
1458,0.207671087,0.17
1459,0.118668575,0.08
1461,0.390846673,0.07
1462,0.096586195,0.08
1463,0.182442214,0.08
1464,0.393291226,0.07
1465,0.077816364,0.17
1468,0.325926273,0.14
1469,0.186938334,0.11
1471,0.155408622,0.08
1472,0.257734592,0.17
1473,0.342124547,0.14
1474,0.131278724,0.14
1475,0.364867877,0.11
1476,0.399871081,0.1
1477,0.143589585,0.08
1478,0.299263877,0.07
1479,0.293432162,0.16
1480,0.174975291,0.08
1481,0.520933606,0.08
1482,0.077601019,0.08
1483,0.295641776,0.14
1484,0.143861406,0.13
1485,0.315131111,0.11
1487,0.191065809,0.13
1488,0.162342277,0.14
1491,0.317156872,0.08
1492,0.33333332,0.08
1493,0.202393213,0.15
1494,0.138476614,0.1
1495,0.512820535,0.08
1496,0.268157415,0.18
1497,0.163212579,0.14
1498,0.106704384,0.11
1499,0.384151496,0.08
1502,0.287937238,0.08
1503,0.525206399,0.17
1504,0.275120026,0.09
1505,0.226177198,0.08
1507,0.087914868,0.14
1508,0.451761185,0.08
1510,0.487207935,0.08
1511,0.126242763,0.14
1513,0.144161021,0.16
1514,0.273045594,0.16
1515,0.268144444,0.14
1516,0.403931539,0.08
1517,0.15959048,0.01
1518,0.292634282,0.14
1520,0.332315734,0.08
1521,0.32068032,0.08
1522,0.099179144,0.08
1523,0.06439767,0.14
1524,0.968085317,0.08
1525,0.069249844,0.06
1526,0.163004195,0.08
1527,0.116496409,0.18
1528,0.266805413,0.08
1529,0.231471664,0.08
1530,0.119897268,0.06
1531,0.279257245,0.16
1532,0.149006786,0.07
1533,0.171186691,0.08
1534,0.299949649,0.08
1535,0.207543426,0.08
1536,0.235826179,0.11
1537,0.166923476,0.17
1538,0.972797513,0.11
1539,0.066619033,0.08
1540,0.143136598,0.06
1541,NA,0.08
1542,0.029448902,0.11
1543,0.129956266,0.14
1544,0.479592043,0.14
1545,0.136795759,0.11
1546,0.112646907,0.06
1547,0.306670451,0.08
1548,0.137059281,0.14
1549,0.115479051,0.18
1550,0.301971566,0.14
1551,0.198236548,0.14
1553,0.294785597,0.15
1554,0.181556677,0.07
1555,0.249845471,0.11
1556,0.138256044,0.13
1557,0.243924396,0.15
1558,0.064809868,0.11
1559,0.351020753,0.08
1560,0.190463567,0.08
1561,0.230100035,0.09
1562,0.286632374,0.16
1563,0.558286258,0.14
1564,0.357289826,0.07
1565,0.171207578,0.16
1566,0.370587536,0.07
1567,0.332628225,0.29
1569,0.769527495,0.09
1570,0.331646176,0.16
1573,0.224201566,0.09
1575,0.155649924,0.14
1576,0.283176503,0.13
1577,0.339170648,0.14
1578,0.363577805,0.11
1580,0.234048489,0.14
1581,0.133019838,0.11
1583,0.942747018,0.17
1584,0.274044286,0.09
1585,0.175171112,0.1
1586,0.331055511,0.01
1587,0.271574322,0.1
1590,0.163082035,0.13
1591,0.391599923,0.14
1592,0.270140814,0.12
1593,0.400448623,0.09
1594,0.27291872,0.12
1596,0.192534569,0.15
1598,0.238733223,0.11
1599,0.16870286,0.1
1600,0.191358405,0.07
1602,0.066392779,0.12
1603,0.210893208,0.11
1606,0.294806645,0.09
1607,0.17579834,0.08
1608,0.3167386,0.09
1609,0.340825933,0.08
1610,0.172002227,0.08
1611,0.378397998,0.08
1612,0.288484681,0.07
1613,0.212519767,0.08
1614,0.19094603,0.1
1615,0.276384425,0.1
1616,0.147809374,0.1
1617,0.003366332,0.1
1618,0.239884706,0.09
1619,0.110570675,0.11
1622,0.178305256,0.09
1623,0.126383555,0.07
1624,0.155043994,0.07
1625,0.179418344,0.15
1626,0.220125239,0.08
1627,0.19987721,0.08
1628,0.137531717,0.06
1629,0.528821154,0.09
1630,0.428300554,0.08
1631,0.222759392,0.07
1632,0.127136228,0.08
1633,0.131941325,0.1
1634,0.19951718,0.07
1635,0.451046224,0.06
1636,0.320038743,0.08
1637,0.408646943,0.1
1638,0.109375941,0.08
1639,0.17307887,0.06
1641,0.104779486,0.09
1642,0.316037827,0.08
1643,0.215199038,0.08
1645,0.201507724,0.06
1646,0.094118086,0.07
1647,0.343747826,0.09
1648,0.206033915,0.08
1649,0.536028664,0.41
1650,0.211649846,0.27
1651,0.454427533,0.21
1652,0.157949304,0.1
1653,0.547346527,0.11
1654,0.227577421,0.1
1655,0.202862294,0.11
1656,0.122226398,0.25
1657,0.335653142,0.07
1658,0.252968258,0.08
1659,0.63592862,0.08
1660,0.142550327,0.07
1661,0.214560845,0.08
1663,0.206239859,0.09
1664,0.356293168,0.08
1666,0.201999213,0.08
1667,0.311432512,0.08
1668,0.533481624,0.07
1669,0.323127995,0.08
1670,0.161724269,0.08
1672,0.190992151,0.08
1673,0.21012353,0.09
1674,0.175257136,0.1
1675,0.312307791,0.08
1676,0.229759196,0.1
1677,0.224023916,0.07
1679,0.197782079,0.08
1680,0.403725589,0.08
1681,0.314293239,0.08
1682,0.133580987,0.06
1683,0.410567883,0.08
1684,0.173278511,0.09
1685,0.211519538,0.09
1686,0.173894896,0.07
1687,0.484499278,0.08
1688,0.173502203,0.07
1689,0.214041229,0.08
1690,0.259187507,0.08
1691,0.162361369,0.09
1692,0.114575249,0.08
1693,0.013800351,0.07
1694,0.380935541,0.07
1695,0.273361761,0.08
1697,0.246237797,0.08
1698,0.108469033,0.07
1699,0.14327254,0.08
1700,0.240249098,0.07
1701,0.455447625,0.09
1702,0.176704656,0.08
1704,0.164914368,0.08
1706,0.128795404,0.08
1707,0.191546524,0.1
1708,0.123519228,0.07
1709,0.128472908,0.08
1710,0.278441837,0.08
1711,0.153610765,0.06
1713,0.39088072,0.08
1715,0.174877454,0.07
1717,0.759308231,0.08
1718,0.314778521,0.08
1719,0.100182224,0.08
1720,0.17512894,0.07
1722,0.195579987,0.08
1723,0.197970134,0.07
1724,0.59081859,0.06
1725,0.238912959,0.08
1726,0.141102418,0.08
1727,0.057998754,0.08
1728,0.197949366,0.08
1729,0.349181732,0.07
1730,0.096283779,0.1
1731,0.224700404,0.06
1732,0.028667434,0.1
1734,0.158214849,0.09
1736,0.299359115,0.09
1737,0.354919603,0.08
1740,0.303817184,0.06
1741,0.084557103,0.08
1742,0.192921884,0.08
1743,0.652254656,0.08
1744,0.417166301,0.07
1745,0.14166377,0.08
1746,0.393930607,0.08
1747,0.037942005,0.08
1748,0.15933379,0.08
1749,0.061753263,0.07
1750,0.111335308,0.02
1751,0.225452516,0.08
1752,0.155321047,0.08
1753,0.171354036,0.07
1754,0.352638878,0.1
1755,0.169895215,0.07
1756,0.152555274,0.08
1757,0.269315396,0.08
1758,0.47008817,0.09
1760,0.245670152,0.07
1761,0.294437544,0.08
1762,0.186739688,0.08
1763,0.253620936,0.07
1764,0.236758478,0.08
1765,0.225101954,0.08
1766,0.36719924,0.07
1767,0.278350686,0.08
1768,0.376610207,0.08
1769,0.235322493,0.08
1770,0.201923939,0.07
1772,0.384169294,0.08
1773,0.421758433,0.08
1776,0.403556859,0.11
1777,0.36055539,0.08
1779,0.151039958,0.08
1780,0.199063223,0.08
1781,0.146226199,0.08
1782,0.22867199,0.1
1783,0.276230508,0.07
1784,0.125838401,0.07
1786,0.136563374,0.08
1787,0.110294302,0.08
1788,0.114568464,0.08
1790,0.457868461,0.08
1791,0.33293473,0.07
1793,0.497816964,0.06
1794,0.090737864,0.07
1795,0.282618966,0.06
1796,0.205409955,0.08
1797,0.21215874,0.08
1798,0.416364186,0.03
1799,0.122481678,0.06
1800,0.157968861,0.08
1802,0.139059336,0.08
1803,0.064241402,0.1
1804,0.230056316,0.09
1806,0.144616494,0.08
1807,0.474342066,0.08
1808,0.247637356,0.08
1809,0.170914697,0.06
1810,0.192649683,0.08
1811,0.329485419,0.08
1812,0.115087159,0.08
1814,0.298547708,0.1
1815,0.22675217,0.08
1816,0.243931238,0.1
1817,0.158075816,0.08
1818,0.17051521,0.09
1819,0.180268808,0.08
1820,0.195298391,0.07
1821,0.537597837,0.08
1822,0.267825594,0.08
1823,0.404177306,0.08
1824,0.569590435,0.07
1827,0.091866906,0.08
1828,0.169226265,0.07
1829,0.225493347,0.08
1830,0.229538017,0.08
1831,0.355755649,0.08
1832,0.292394205,0.07
1833,0.367406981,0.08
1834,0.165322765,0.08
1835,0.16872574,0.07
1836,0.705520472,0.09
1837,0.135792381,0.1
1838,0.459013547,0.08
1839,0.292362246,0.1
1840,0.23812787,0.08
1843,0.375432443,0.11
1844,0.415591225,0.14
1845,0.426743009,0.08
1846,0.275360746,0.06
1847,0.141314558,0.08
1848,0.153755265,0.08
1850,0.107940708,0.08
1851,0.31313633,0.07
1853,0.050912091,0.08
1854,0.142161013,0.08
1855,0.273388501,0.08
1856,0.074727743,0.07
1859,0.362018147,0.08
1860,0.248537727,0.09
1861,0.172443196,0.03
1862,0.194265661,0.1
1863,0.238986343,0.08
1864,0.271257805,0.08
1865,0.158676596,0.11
1867,0.309848624,0.09
1869,0.146058694,0.09
1870,0.435742395,0.08
1871,0.304618008,0.1
1872,0.262639747,0.11
1873,0.203652294,0.11
1874,0.148978964,0.07
1875,0.235874877,0.1
1877,0.222960882,0.1
1878,0.355119197,0.09
1879,0.194824651,0.08
1880,0.118062591,0.08
1881,0.282125119,0.08
1882,0.41877647,0.08
1883,0.216058076,0.06
1884,0.191032231,0.08
1885,0.308462383,0.08
1886,0.362207062,0.08
1887,0.179176938,0.08
1888,0.117570421,0.08
1890,0.264555318,0.08
1891,0.168789291,0.08
1892,0.334960882,0.07
1893,0.102075546,0.08
1894,0.185359198,0.08
1895,0.323887737,0.08
1896,0.197226419,0.08
1897,0.175005638,0.02
1898,0.113002561,0.09
1899,0.240331127,0.08
1900,0.3304169,0.07
1902,0.162678181,0.06
1904,0.178361456,0.08
1905,0.230587434,0.08
1906,NA,0.06
1907,0.438985067,0.08
1908,0.510270343,0.08
1909,0.187291776,0.08
1910,0.194315486,0.08
1912,0.365790298,0.12
1914,0.279042378,0.1
1916,0.47920701,0.08
1917,0.247887148,0.08
1918,0.098812703,0.08
1919,0.174195301,0.1
1921,0.20207001,0.08
1922,0.18030285,0.09
1923,0.257610887,0.09
1925,0.184535167,0.08
1926,0.145155132,0.08
1927,0.204928622,0.08
1928,0.079249809,0.08
1929,0.226176235,0.07
1930,0.476214868,0.08
1931,0.14106764,0.09
1932,0.319508091,0.08
1933,0.243120225,0.08
1934,0.257536589,0.08
1935,0.171490787,0.08
1938,0.142398711,0.07
1939,0.446626906,0.08
1940,0.095508057,0.08
1941,0.618910972,0.08
1942,0.114624408,0.07
1943,0.215301357,0.08
1944,0.465780964,0.1
1945,0.107934051,0.07
1946,0.37230786,0.08
1948,0.245933594,0.08
1949,0.193858925,0.08
1950,0.177968975,0.09
1951,0.185877818,0.08
1952,0.453892017,0.08
1953,0.243156564,0.08
1955,0.098124322,0.08
1959,0.168377227,0.03
1961,0.268479768,0.06
1962,0.170786065,0.1
1963,0.210993929,0.08
1964,NA,0.08
1965,0.128958113,0.07
1966,0.273074035,0.08
1967,0.148133959,0.08
1968,0.497634092,0.08
1969,0.144773021,0.08
1970,0.329697235,0.08
1971,0.21012518,0.09
1972,0.217780767,0.08
1973,0.251723139,0.08
1974,0.471438131,0.14
1975,0.146833227,0.1
1976,0.108914376,0.08
1977,0.255108155,0.1
1980,0.32457593,0.08
1981,0.161561298,0.1
1982,0.205846099,0.1
1983,0.092983647,0.11
1984,0.178074238,0.09
1985,0.304224289,0.1
1986,0.105082724,0.1
1987,0.276847606,0.07
1988,0.193605373,0.08
1989,0.155316801,0.08
1990,0.307157043,0.11
1991,0.356309548,0.09
1992,0.187699449,0.1
1993,0.321233289,0.11
1994,0.183525563,0.1
1995,0.150777749,0.02
1996,0.250120148,0.08
1997,0.163139884,0.09
1998,0.236748274,0.1
2000,0.163263618,0.14
2001,0.299928491,0.14
2002,0.481460855,0.08
2003,0.300086913,0.1
2004,0.179436456,0.07
2005,1.072329805,0.1
2006,0.384868624,0.09
2007,0.268466405,0.08
2008,0.209809029,0.08
2009,0.212214176,0.07
2010,0.066298944,0.1
2011,0.187095121,0.08
2013,0.168434027,0.08
2015,0.251879166,0.08
2017,0.126313826,0.08
2018,0.204063156,0.09
2019,0.127222049,0.08
2020,0.230556715,0.08
2022,0.204922706,0.09
2023,0.213887776,0.09
2024,0.1829025,0.1
2025,0.224872161,0.07
2026,0.229231501,0.13
2027,0.227308902,0.08
2028,0.108898917,0.09
2029,0.259753653,0.1
2030,0.249166704,0.08
2031,0.299086462,0.08
2032,0.202528556,0.08
2034,0.328735209,0.08
2035,0.200228072,0.08
2036,0.185544145,0.2
2037,NA,0.13
2038,0.114724808,0.28
2039,0.243936545,0.15
2041,0.158929367,0.19
2042,0.208994322,0.1
2043,0.268836242,0.07
2044,0.271738204,0.08
2045,0.339357883,0.08
2046,0.317258005,0.1
2047,0.421825153,0.11
2048,0.283738802,0.07
2049,0.250312705,0.08
2050,0.384281063,0.11
2051,0.178282452,0.07
2052,0.65728381,0.2
2053,0.15316358,0.09
2054,0.115312546,0.07
2055,0.434835101,0.14
2056,0.203321704,0.09
2057,0.090489911,0.06
2058,0.280835662,0.08
2059,0.113800012,0.11
2060,0.165076484,0.08
2062,0.158909418,0.07
2064,0.282308593,0.11
2065,0.4064422,0.08
2067,0.255135698,0.12
2068,0.153441661,0.09
2069,0.119588052,0.08
2070,0.211033073,0.14
2071,0.218772824,0.11
2072,0.30489041,0.14
2073,0.14599589,0.25
2074,0.466766929,0.08
2075,0.137558845,0.09
2076,0.226856745,0.08
2078,0.289600783,0.14
2079,0.140061181,0.09
2080,0.21636507,0.09
2081,0.184474482,0.09
2082,0.597208814,0.09
2084,0.157890508,0.09
2085,0.083568364,0.09
2086,0.296260018,0.09
2087,0.363767209,0.11
2088,0.028453896,0.16
2090,0.275130287,0.08
2092,0.353822151,0.1
2093,0.43748574,0.1
2094,NA,0.16
2096,0.289883152,0.09
2097,0.890452817,0.08
2098,0.271778249,0.11
2099,0.170560158,0.25
2100,NA,0.09
2102,0.117063733,0.06
2103,0.367730763,0.25
2104,0.156562419,0.14
2105,0.288846106,0.09
2106,0.561949621,0.09
2107,0.20100075,0.08
2108,0.21545148,0.19
2109,0.120662177,0.25
2110,0.246681623,0.08
2111,0.281954779,0.07
2112,0.061749728,0.08
2113,0.285343912,0.12
2114,0.323141724,0.25
2115,0.18616153,0.08
2116,0.147392057,0.31
2117,0.294750687,0.66
2118,0.361762032,0.16
2119,0.108197974,0.22
2121,0.217319793,0.23
2123,0.199243501,0.18
2124,0.264471002,0.09
2125,0.065281846,0.08
2126,0.206020748,0.09
2127,0.274741465,0.09
2129,0.167686619,0.09
2130,0.248039268,0.09
2131,0.139588684,0.08
2133,0.212781589,0.07
2135,0.243156923,0.08
2138,0.163904187,0.07
2140,0.342519245,0.1
2141,0.132914398,0.07
2142,0.215526737,0.09
2143,0.331951968,0.19
2144,0.093421525,0.25
2146,0.283381023,0.08
2147,0.06012985,0.08
2148,0.230360279,0.08
2149,0.300462276,0.08
2150,0.082358487,0.08
2152,0.173342116,0.11
2153,0.269483801,0.08
2154,0.102802204,0.09
2156,0.09565238,0.11
2158,0.208074713,0.07
2159,0.201598704,0.08
2160,0.495352789,0.06
2161,0.21311632,0.1
2162,0.231879567,0.08
2163,0.112267226,0.08
2164,0.324907266,0.08
2165,0.27069175,0.08
2166,0.127488086,0.08
2167,0.244353717,0.08
2168,0.143358222,0.08
2169,0.244329532,0.07
2170,0.387055445,0.1
2171,0.119771772,0.08
2172,0.782131211,0.08
2173,0.367440346,0.08
2174,0.254488063,0.12
2175,0.173070978,0.07
2176,0.28229369,0.06
2178,0.176105963,0.07
2181,0.179286775,0.1
2182,0.148290068,0.08
2183,0.381363402,0.08
2184,0.140297245,0.07
2185,0.277228915,0.08
2186,0.221244492,0.08
2187,0.156372215,0.08
2188,0.024397191,0.07
2189,0.172773479,0.1
2191,0.3352798,0.06
2192,0.127186879,0.08
2193,0.143867959,0.09
2194,0.344350918,0.08
2196,0.138679528,0.07
2197,0.353491608,0.1
2198,0.191151259,0.06
2200,0.439474404,0.08
2202,0.232190517,0.06
2203,0.074161768,0.08
2204,0.053047918,0.08
2205,0.172368023,0.09
2206,0.240445671,0.09
2207,0.374204515,0.11
2208,0.193970111,0.08
2209,0.124028899,0.09
2210,0.250838566,0.08
2212,0.180992974,0.1
2213,0.113010236,0.08
2214,0.307824045,0.08
2215,0.489558329,0.09
2216,0.199885739,0.07
2217,0.228755435,0.09
2218,0.183461948,0.08
2219,0.276538276,0.07
2220,0.378637808,0.06
2221,0.255483443,0.1
2222,0.196950378,0.08
2224,0.135356179,0.09
2225,0.44842633,0.08
2226,0.1143565,0.09
2228,0.176556108,0.08
2229,0.253331729,0.08
2230,0.282894826,0.09
2231,0.349493468,0.08
2232,0.350100848,0.08
2233,0.596637327,0.08
2234,0.227519468,0.08
2235,0.249585775,0.07
2236,0.019299365,0.08
2237,0.067685061,0.08
2238,0.557307138,0.08
2239,0.167034949,0.09
2240,0.140853891,0.06
2241,0.107361265,0.08
2242,0.133004488,0.07
2243,0.277306659,0.1
2245,0.276557577,0.08
2246,0.129203606,0.08
2247,0.14292143,0.08
2248,0.297757557,0.08
2249,0.452152135,0.08
2250,0.185167268,0.08
2251,0.17459321,0.08
2252,0.381867273,0.08
2253,0.175486867,0.08
2254,0.364556302,0.08
2255,0.240685844,0.06
2256,0.279803442,0.08
2258,0.15811103,0.08
2259,0.324379514,0.06
2260,0.67892927,0.07
2261,0.141737047,0.08
2262,0.050291929,0.08
2264,0.067571594,0.08
2265,0.117666045,0.07
2266,0.1822096,0.06
2267,0.299709614,0.08
2268,0.29261887,0.07
2269,0.378825899,0.09
2270,0.089412884,0.08
2271,0.125764428,0.08
2272,0.26771773,0.06
2275,0.10573207,0.06
2276,0.151249474,0.08
2277,0.487139792,0.08
2278,0.113088482,0.09
2280,0.532472124,0.06
2281,0.094822079,0.08
2282,0.291547541,0.09
2283,0.198391502,0.07
2284,NA,0.08
2285,0.369392441,0.07
2286,0.532872097,0.08
2289,0.097761116,0.07
2292,0.099553426,0.08
