Modell,SMAPE_AVG,CPUT_AVG
nnfeh;0.256479255;0.150293129
nnfeei;0.224392336;0.421325751
nnfed;0.254936069;0.096142927
nnfe;0.256506787;0.123845291
mlph;0.256208783;0.097812325
mlp;0.254770174;0.097346863
jordan;0.283872064;0.088315025
elman;0.276268218;0.237380376
AR;0.254247324;0.058112083





